CLIENTE_ID,CLIENTE_NOME,CLIENTE_CEP,CLIENTE_CIDADE,CLIENTE_ESTADO
453,Lorenzo Farias,51884-730,da Rosa,Santa Catarina
454,Stella Dias,60654-393,da Conceição Grande,Roraima
455,Camila Carvalho,10339235,Carvalho de Porto,Paraná
456,Mariana Santos,75299600,da Costa,Distrito Federal
457,Rodrigo Nunes,80936-277,Santos,Piauí
458,Sarah Jesus,15604957,Viana da Praia,Rio Grande do Sul
459,Juliana Azevedo,96320-798,da Conceição da Serra,Acre
460,Kaique Cunha,93391310,Moraes,Ceará
461,Eduardo Porto,96657590,Ribeiro,Ceará
462,Francisco da Rocha,29620946,Melo de Monteiro,Goiás
463,Bárbara Peixoto,33724096,Rocha de Goiás,Distrito Federal
464,Benjamin Martins,06512875,da Luz de Cunha,Distrito Federal
465,Ana Nogueira,55543517,Novaes da Serra,São Paulo
466,Ian Correia,70404551,Moreira das Pedras,Bahia
467,Gustavo da Cunha,54089-950,Costela,Rondônia
468,Lucas Costa,79468-086,Ferreira da Praia,Bahia
469,Luiz Henrique Almeida,94620539,Campos do Campo,Paraná
470,Carlos Eduardo Mendes,73306832,Nunes do Galho,Maranhão
471,Arthur Gonçalves,38451145,Nascimento,Paraná
472,Daniel Rezende,82669-677,Silva Verde,Pernambuco
473,Bernardo Alves,07190-532,Barros dos Dourados,Rondônia
474,Mirella Lopes,55413-972,Peixoto da Mata,Ceará
475,Evelyn Pereira,42030-499,Correia da Prata,Piauí
476,Diogo Teixeira,94163812,da Conceição,São Paulo
477,Rodrigo Ferreira,50100-312,Jesus de da Mota,Ceará
478,Renan Cardoso,30917-314,Monteiro,Pernambuco
479,Sophia Porto,99288103,Pires do Campo,Paraná
480,Heitor Moraes,53779-961,Campos de Costa,Rio de Janeiro
481,Murilo Fernandes,80503431,da Cunha,Pernambuco
482,Dra. Maria Eduarda Pires,84651028,Moreira de Cavalcanti,Roraima
483,Maysa da Luz,27160-250,Gonçalves,Amapá
484,Sra. Elisa Costela,52469-577,da Cunha de das Neves,Pernambuco
485,Antônio da Mata,74494830,da Paz Grande,Maranhão
486,Raquel Fogaça,36854888,da Rocha,Rio Grande do Sul
487,Catarina Monteiro,09949-978,Teixeira da Mata,Espírito Santo
488,Daniel da Costa,91894747,Cavalcanti de Goiás,Goiás
489,Maria Eduarda Nascimento,41580-553,Cavalcanti,Maranhão
490,Lavínia Silveira,93775880,Pereira,Rio Grande do Norte
491,Emanuelly Ferreira,67448-420,Pires do Norte,Santa Catarina
492,Benício Fernandes,78404-977,Costa de da Rosa,Alagoas
493,Danilo Teixeira,59345869,Pinto,São Paulo
494,Laís Pinto,47973719,Teixeira de Caldeira,Santa Catarina
495,Davi Lucca Viana,06600764,Alves,Espírito Santo
496,Bianca Silva,09654-092,Martins,Paraná
497,Otávio Carvalho,47693-861,Teixeira do Amparo,Maranhão
498,Mariane Carvalho,92876078,Silveira de da Costa,Sergipe
499,Miguel Silveira,15922-916,da Luz da Serra,Tocantins
500,Gustavo Martins,11698972,Rezende Paulista,Paraíba
